01240000000,IL POPOLO DELLA FAMIGLIA,1091
01240000000,PARTITO VALORE UMANO,824
02110000000,LEGA,37038
02110000000,FORZA ITALIA,21372
02110000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5363
02110000000,NOI CON L'ITALIA - UDC,1652
02110000000,MOVIMENTO 5 STELLE,39412
02110000000,PARTITO DEMOCRATICO,26493
02110000000,+EUROPA,3821
02110000000,ITALIA EUROPA INSIEME,777
02110000000,CIVICA POPOLARE LORENZIN,453
02110000000,LIBERI E UGUALI,5830
02110000000,CASAPOUND ITALIA,1537
02110000000,POTERE AL POPOLO!,1418
02110000000,ITALIA AGLI ITALIANI,749
02110000000,IL POPOLO DELLA FAMIGLIA,421
02110000000,PARTITO VALORE UMANO,362
02120000000,LEGA,36296
02120000000,FORZA ITALIA,19903
02120000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5451
02120000000,NOI CON L'ITALIA - UDC,859
02120000000,MOVIMENTO 5 STELLE,35352
02120000000,PARTITO DEMOCRATICO,23919
02120000000,+EUROPA,4169
02120000000,CIVICA POPOLARE LORENZIN,899
02120000000,ITALIA EUROPA INSIEME,451
02120000000,LIBERI E UGUALI,4722
02120000000,POTERE AL POPOLO!,1251
02120000000,CASAPOUND ITALIA,1149
02120000000,IL POPOLO DELLA FAMIGLIA,893
02120000000,ITALIA AGLI ITALIANI,779
02120000000,PARTITO VALORE UMANO,650
02130000000,LEGA,44961
02130000000,FORZA ITALIA,22215
02130000000,FRATELLI D'ITALIA CON GIORGIA MELONI,7936
02130000000,NOI CON L'ITALIA - UDC,1495
02130000000,PARTITO DEMOCRATICO,30056
02130000000,+EUROPA,6861
02130000000,CIVICA POPOLARE LORENZIN,1854
02130000000,ITALIA EUROPA INSIEME,709
02130000000,MOVIMENTO 5 STELLE,36701
02130000000,LIBERI E UGUALI,4821
02130000000,POTERE AL POPOLO!,1897
02130000000,IL POPOLO DELLA FAMIGLIA,1472
02130000000,CASAPOUND ITALIA,1452
02130000000,ITALIA AGLI ITALIANI,862
02130000000,PARTITO VALORE UMANO,842
02140000000,LEGA,45715
02140000000,FORZA ITALIA,23088
02140000000,FRATELLI D'ITALIA CON GIORGIA MELONI,7856
02140000000,NOI CON L'ITALIA - UDC,2249
02140000000,MOVIMENTO 5 STELLE,37811
02140000000,PARTITO DEMOCRATICO,28267
02140000000,+EUROPA,6156
02140000000,CIVICA POPOLARE LORENZIN,1391
02140000000,ITALIA EUROPA INSIEME,765
02140000000,LIBERI E UGUALI,4383
02140000000,POTERE AL POPOLO!,1441
02140000000,IL POPOLO DELLA FAMIGLIA,1393
02140000000,CASAPOUND ITALIA,1321
02140000000,ITALIA AGLI ITALIANI,996
02140000000,PARTITO VALORE UMANO,749
02210000000,LEGA,39019
02210000000,FORZA ITALIA,22701
02210000000,FRATELLI D'ITALIA CON GIORGIA MELONI,6414
02210000000,NOI CON L'ITALIA - UDC,1069
02210000000,MOVIMENTO 5 STELLE,33937
02210000000,PARTITO DEMOCRATICO,28600
02210000000,+EUROPA,4114
02210000000,ITALIA EUROPA INSIEME,626
02210000000,CIVICA POPOLARE LORENZIN,469
02210000000,LIBERI E UGUALI,4249
02210000000,POTERE AL POPOLO!,1344
02210000000,CASAPOUND ITALIA,1271
02210000000,IL POPOLO DELLA FAMIGLIA,1060
02210000000,ITALIA AGLI ITALIANI,923
02210000000,PARTITO VALORE UMANO,531
02220000000,LEGA,38303
02220000000,FORZA ITALIA,22610
02220000000,FRATELLI D'ITALIA CON GIORGIA MELONI,6873
02220000000,NOI CON L'ITALIA - UDC,902
02220000000,MOVIMENTO 5 STELLE,37547
02220000000,PARTITO DEMOCRATICO,28524
02220000000,+EUROPA,4685
02220000000,ITALIA EUROPA INSIEME,662
02220000000,CIVICA POPOLARE LORENZIN,551
02220000000,LIBERI E UGUALI,3906
02220000000,CASAPOUND ITALIA,1674
02220000000,POTERE AL POPOLO!,1026
02220000000,IL POPOLO DELLA FAMIGLIA,1014
02220000000,ITALIA AGLI ITALIANI,969
02220000000,PARTITO VALORE UMANO,486
02230000000,LEGA,34775
02230000000,FORZA ITALIA,19895
02230000000,FRATELLI D'ITALIA CON GIORGIA MELONI,7121
02230000000,NOI CON L'ITALIA - UDC,1244
02230000000,MOVIMENTO 5 STELLE,31867
02230000000,PARTITO DEMOCRATICO,24591
02230000000,+EUROPA,4577
02230000000,ITALIA EUROPA INSIEME,621
02230000000,CIVICA POPOLARE LORENZIN,494
02230000000,LIBERI E UGUALI,3373
02230000000,CASAPOUND ITALIA,1436
02230000000,POTERE AL POPOLO!,1421
02230000000,ITALIA AGLI ITALIANI,897
02230000000,IL POPOLO DELLA FAMIGLIA,790
02230000000,PARTITO VALORE UMANO,731
02240000000,LEGA,32659
02240000000,FORZA ITALIA,21806
02240000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5936
02240000000,NOI CON L'ITALIA - UDC,1455
02240000000,MOVIMENTO 5 STELLE,32018
02240000000,PARTITO DEMOCRATICO,24371
02240000000,+EUROPA,3674
02240000000,ITALIA EUROPA INSIEME,509
02240000000,CIVICA POPOLARE LORENZIN,433
02240000000,LIBERI E UGUALI,3693
02240000000,CASAPOUND ITALIA,1812
02240000000,POTERE AL POPOLO!,1080
02240000000,ITALIA AGLI ITALIANI,841
02240000000,IL POPOLO DELLA FAMIGLIA,637
02240000000,PARTITO VALORE UMANO,469
03110000000,LEGA,52294
03110000000,FORZA ITALIA,27413
03110000000,FRATELLI D'ITALIA CON GIORGIA MELONI,7313
03110000000,NOI CON L'ITALIA - UDC,2112
03110000000,MOVIMENTO 5 STELLE,42422
03110000000,PARTITO DEMOCRATICO,33229
03110000000,+EUROPA,5232
03110000000,ITALIA EUROPA INSIEME,630
03110000000,CIVICA POPOLARE LORENZIN,552
03110000000,LIBERI E UGUALI,4259
03110000000,CASAPOUND ITALIA,1382
03110000000,ITALIA AGLI ITALIANI,1242
03110000000,IL POPOLO DELLA FAMIGLIA,1033
03110000000,POTERE AL POPOLO!,1020
03110000000,10 VOLTE MEGLIO,526
03110000000,PER UNA SINISTRA RIVOLUZIONARIA,377
03110000000,PARTITO REPUBBLICANO ITALIANO - ALA,145
03120000000,LEGA,34881
03120000000,FORZA ITALIA,22168
03120000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5488
03120000000,NOI CON L'ITALIA - UDC,1651
03120000000,PARTITO DEMOCRATICO,36243
03120000000,+EUROPA,6212
03120000000,ITALIA EUROPA INSIEME,741
03120000000,CIVICA POPOLARE LORENZIN,640
03120000000,MOVIMENTO 5 STELLE,30763
03120000000,LIBERI E UGUALI,5302
03120000000,CASAPOUND ITALIA,1185
03120000000,POTERE AL POPOLO!,997
03120000000,IL POPOLO DELLA FAMIGLIA,813
03120000000,ITALIA AGLI ITALIANI,694
03120000000,10 VOLTE MEGLIO,463
03120000000,PER UNA SINISTRA RIVOLUZIONARIA,333
03130000000,LEGA,43055
03130000000,FORZA ITALIA,20952
03130000000,FRATELLI D'ITALIA CON GIORGIA MELONI,6414
03130000000,NOI CON L'ITALIA - UDC,1544
03130000000,PARTITO DEMOCRATICO,39719
03130000000,+EUROPA,5688
03130000000,ITALIA EUROPA INSIEME,1029
03130000000,CIVICA POPOLARE LORENZIN,613
03130000000,MOVIMENTO 5 STELLE,44679
03130000000,LIBERI E UGUALI,5659
03130000000,POTERE AL POPOLO!,1721
03130000000,CASAPOUND ITALIA,1562
03130000000,IL POPOLO DELLA FAMIGLIA,900
03130000000,ITALIA AGLI ITALIANI,895
03130000000,10 VOLTE MEGLIO,467
03130000000,PER UNA SINISTRA RIVOLUZIONARIA,415
03130000000,PARTITO REPUBBLICANO ITALIANO - ALA,150
03210000000,LEGA,40778
03210000000,FORZA ITALIA,21289
03210000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5249
03210000000,NOI CON L'ITALIA - UDC,1198
03210000000,MOVIMENTO 5 STELLE,42987
03210000000,PARTITO DEMOCRATICO,33616
03210000000,+EUROPA,4442
03210000000,ITALIA EUROPA INSIEME,850
03210000000,CIVICA POPOLARE LORENZIN,437
03210000000,LIBERI E UGUALI,4648
03210000000,CASAPOUND ITALIA,1439
03210000000,POTERE AL POPOLO!,1221
03210000000,IL POPOLO DELLA FAMIGLIA,630
03210000000,10 VOLTE MEGLIO,464
03210000000,PER UNA SINISTRA RIVOLUZIONARIA,339
03210000000,PARTITO REPUBBLICANO ITALIANO - ALA,133
03220000000,LEGA,30593
03220000000,FORZA ITALIA,18226
03220000000,FRATELLI D'ITALIA CON GIORGIA MELONI,4311
03220000000,NOI CON L'ITALIA - UDC,1096
03220000000,MOVIMENTO 5 STELLE,38195
03220000000,PARTITO DEMOCRATICO,31017
03220000000,+EUROPA,3677
03220000000,ITALIA EUROPA INSIEME,775
03220000000,CIVICA POPOLARE LORENZIN,436
03220000000,LIBERI E UGUALI,4241
03220000000,CASAPOUND ITALIA,1160
03220000000,POTERE AL POPOLO!,1103
03220000000,IL POPOLO DELLA FAMIGLIA,628
03220000000,PER UNA SINISTRA RIVOLUZIONARIA,308
03220000000,10 VOLTE MEGLIO,281
03220000000,PARTITO REPUBBLICANO ITALIANO - ALA,132
03230000000,LEGA,22909
03230000000,FORZA ITALIA,16658
03230000000,FRATELLI D'ITALIA CON GIORGIA MELONI,4389
03230000000,NOI CON L'ITALIA - UDC,1363
03230000000,PARTITO DEMOCRATICO,29593
03230000000,+EUROPA,5300
03230000000,ITALIA EUROPA INSIEME,837
03230000000,CIVICA POPOLARE LORENZIN,446
03230000000,MOVIMENTO 5 STELLE,28933
03230000000,LIBERI E UGUALI,5637
03230000000,POTERE AL POPOLO!,1602
03230000000,CASAPOUND ITALIA,1052
03230000000,IL POPOLO DELLA FAMIGLIA,483
03230000000,PER UNA SINISTRA RIVOLUZIONARIA,367
03230000000,10 VOLTE MEGLIO,316
03230000000,PARTITO REPUBBLICANO ITALIANO - ALA,120
03240000000,LEGA,31641
03240000000,FORZA ITALIA,21933
03240000000,FRATELLI D'ITALIA CON GIORGIA MELONI,6450
03240000000,NOI CON L'ITALIA - UDC,1557
03240000000,PARTITO DEMOCRATICO,36042
03240000000,+EUROPA,6573
03240000000,ITALIA EUROPA INSIEME,1076
03240000000,CIVICA POPOLARE LORENZIN,551
03240000000,MOVIMENTO 5 STELLE,38973
03240000000,LIBERI E UGUALI,5194
03240000000,POTERE AL POPOLO!,1825
03240000000,CASAPOUND ITALIA,1432
03240000000,IL POPOLO DELLA FAMIGLIA,689
03240000000,10 VOLTE MEGLIO,432
03240000000,PER UNA SINISTRA RIVOLUZIONARIA,317
03240000000,PARTITO REPUBBLICANO ITALIANO - ALA,143
03310000000,LEGA,23668
03310000000,FORZA ITALIA,16210
03310000000,FRATELLI D'ITALIA CON GIORGIA MELONI,4701
03310000000,NOI CON L'ITALIA - UDC,1150
03310000000,PARTITO DEMOCRATICO,27229
03310000000,+EUROPA,5055
03310000000,ITALIA EUROPA INSIEME,789
03310000000,CIVICA POPOLARE LORENZIN,395
03310000000,MOVIMENTO 5 STELLE,28076
03310000000,LIBERI E UGUALI,5072
03310000000,POTERE AL POPOLO!,1509
03310000000,CASAPOUND ITALIA,984
03310000000,ITALIA AGLI ITALIANI,547
03310000000,IL POPOLO DELLA FAMIGLIA,516
03310000000,PER UNA SINISTRA RIVOLUZIONARIA,341
03310000000,10 VOLTE MEGLIO,287
03310000000,PARTITO REPUBBLICANO ITALIANO - ALA,100
03320000000,PARTITO DEMOCRATICO,34348
03320000000,+EUROPA,11479
03320000000,ITALIA EUROPA INSIEME,1080
03320000000,CIVICA POPOLARE LORENZIN,578
03320000000,FORZA ITALIA,19296
03320000000,LEGA,18333
03320000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5488
03320000000,NOI CON L'ITALIA - UDC,1210
03320000000,MOVIMENTO 5 STELLE,17649
03320000000,LIBERI E UGUALI,4873
03320000000,POTERE AL POPOLO!,1465
03320000000,CASAPOUND ITALIA,775
03320000000,10 VOLTE MEGLIO,540
03320000000,IL POPOLO DELLA FAMIGLIA,410
03320000000,ITALIA AGLI ITALIANI,395
03320000000,PER UNA SINISTRA RIVOLUZIONARIA,256
03320000000,PARTITO REPUBBLICANO ITALIANO - ALA,148
03330000000,PARTITO DEMOCRATICO,36947
03330000000,+EUROPA,13963
03330000000,ITALIA EUROPA INSIEME,1131
03330000000,CIVICA POPOLARE LORENZIN,661
03330000000,FORZA ITALIA,21955
03330000000,LEGA,17628
03330000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5993
03330000000,NOI CON L'ITALIA - UDC,1758
03330000000,MOVIMENTO 5 STELLE,17642
03330000000,LIBERI E UGUALI,5882
03330000000,POTERE AL POPOLO!,1575
03330000000,CASAPOUND ITALIA,811
03330000000,IL POPOLO DELLA FAMIGLIA,524
03330000000,10 VOLTE MEGLIO,523
03330000000,ITALIA AGLI ITALIANI,415
03330000000,PER UNA SINISTRA RIVOLUZIONARIA,266
03330000000,PARTITO REPUBBLICANO ITALIANO - ALA,123
03340000000,PARTITO DEMOCRATICO,36655
03340000000,+EUROPA,13647
03340000000,ITALIA EUROPA INSIEME,1275
03340000000,CIVICA POPOLARE LORENZIN,665
03340000000,FORZA ITALIA,18820
03340000000,LEGA,18161
03340000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5911
03340000000,NOI CON L'ITALIA - UDC,1484
03340000000,MOVIMENTO 5 STELLE,19144
03340000000,LIBERI E UGUALI,6198
03340000000,POTERE AL POPOLO!,1929
03340000000,CASAPOUND ITALIA,715
03340000000,10 VOLTE MEGLIO,517
03340000000,ITALIA AGLI ITALIANI,440
03340000000,IL POPOLO DELLA FAMIGLIA,406
03340000000,PER UNA SINISTRA RIVOLUZIONARIA,294
03340000000,PARTITO REPUBBLICANO ITALIANO - ALA,159
03350000000,LEGA,23865
03350000000,FORZA ITALIA,18269
03350000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5170
03350000000,NOI CON L'ITALIA - UDC,1823
03350000000,PARTITO DEMOCRATICO,31335
03350000000,+EUROPA,6801
03350000000,ITALIA EUROPA INSIEME,835
03350000000,CIVICA POPOLARE LORENZIN,529
03350000000,MOVIMENTO 5 STELLE,27701
03350000000,LIBERI E UGUALI,5581
03350000000,POTERE AL POPOLO!,1880
03350000000,CASAPOUND ITALIA,906
03350000000,ITALIA AGLI ITALIANI,634
03350000000,10 VOLTE MEGLIO,366
03350000000,PER UNA SINISTRA RIVOLUZIONARIA,356
03350000000,PARTITO REPUBBLICANO ITALIANO - ALA,129
03410000000,LEGA,47688
03410000000,FORZA ITALIA,23173
03410000000,FRATELLI D'ITALIA CON GIORGIA MELONI,6885
03410000000,NOI CON L'ITALIA - UDC,1716
03410000000,MOVIMENTO 5 STELLE,41397
03410000000,PARTITO DEMOCRATICO,32551
03410000000,+EUROPA,4260
03410000000,ITALIA EUROPA INSIEME,837
03410000000,CIVICA POPOLARE LORENZIN,490
03410000000,LIBERI E UGUALI,3903
03410000000,CASAPOUND ITALIA,2189
03410000000,POTERE AL POPOLO!,1487
03410000000,IL POPOLO DELLA FAMIGLIA,708
03410000000,10 VOLTE MEGLIO,420
03410000000,PARTITO REPUBBLICANO ITALIANO - ALA,153
03420000000,LEGA,42219
03420000000,FORZA ITALIA,21854
03420000000,FRATELLI D'ITALIA CON GIORGIA MELONI,6408
03420000000,NOI CON L'ITALIA - UDC,1451
03420000000,MOVIMENTO 5 STELLE,42151
03420000000,PARTITO DEMOCRATICO,35932
03420000000,+EUROPA,4710
03420000000,ITALIA EUROPA INSIEME,759
03420000000,CIVICA POPOLARE LORENZIN,679
03420000000,LIBERI E UGUALI,5066
03420000000,CASAPOUND ITALIA,1653
03420000000,POTERE AL POPOLO!,1492
03420000000,IL POPOLO DELLA FAMIGLIA,804
03420000000,10 VOLTE MEGLIO,455
03420000000,PARTITO REPUBBLICANO ITALIANO - ALA,108
03430000000,LEGA,36210
03430000000,FORZA ITALIA,24202
03430000000,FRATELLI D'ITALIA CON GIORGIA MELONI,6648
03430000000,NOI CON L'ITALIA - UDC,1634
03430000000,MOVIMENTO 5 STELLE,47773
03430000000,PARTITO DEMOCRATICO,33623
03430000000,+EUROPA,5162
03430000000,ITALIA EUROPA INSIEME,869
03430000000,CIVICA POPOLARE LORENZIN,582
03430000000,LIBERI E UGUALI,5031
03430000000,POTERE AL POPOLO!,1720
03430000000,CASAPOUND ITALIA,1398
03430000000,IL POPOLO DELLA FAMIGLIA,722
03430000000,10 VOLTE MEGLIO,429
03430000000,PARTITO REPUBBLICANO ITALIANO - ALA,109
04110000000,LEGA,41013
04110000000,FORZA ITALIA,21135
04110000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5596
04110000000,NOI CON L'ITALIA - UDC,2442
04110000000,PARTITO DEMOCRATICO,27496
04110000000,+EUROPA,4331
04110000000,ITALIA EUROPA INSIEME,540
04110000000,CIVICA POPOLARE LORENZIN,527
04110000000,MOVIMENTO 5 STELLE,31099
04110000000,LIBERI E UGUALI,3429
04110000000,CASAPOUND ITALIA,2006
04110000000,IL POPOLO DELLA FAMIGLIA,1223
04110000000,POTERE AL POPOLO!,727
04110000000,GRANDE NORD,559
04110000000,PER UNA SINISTRA RIVOLUZIONARIA,414
04110000000,10 VOLTE MEGLIO,329
04110000000,PARTITO VALORE UMANO,297
04110000000,PARTITO REPUBBLICANO ITALIANO - ALA,120
04110000000,BLOCCO NAZIONALE PER LE LIBERTA',110
04120000000,LEGA,56779
04120000000,FORZA ITALIA,23960
04120000000,FRATELLI D'ITALIA CON GIORGIA MELONI,6699
04120000000,NOI CON L'ITALIA - UDC,1985
04120000000,MOVIMENTO 5 STELLE,41971
04120000000,PARTITO DEMOCRATICO,33375
04120000000,+EUROPA,4801
04120000000,ITALIA EUROPA INSIEME,656
04120000000,CIVICA POPOLARE LORENZIN,598
04120000000,LIBERI E UGUALI,3995
04120000000,CASAPOUND ITALIA,2095
04120000000,IL POPOLO DELLA FAMIGLIA,1466
04120000000,POTERE AL POPOLO!,937
04120000000,GRANDE NORD,686
04120000000,10 VOLTE MEGLIO,410
04120000000,PARTITO VALORE UMANO,388
04120000000,PER UNA SINISTRA RIVOLUZIONARIA,378
04120000000,BLOCCO NAZIONALE PER LE LIBERTA',141
04120000000,PARTITO REPUBBLICANO ITALIANO - ALA,118
04130000000,LEGA,50889
04130000000,FORZA ITALIA,26042
04130000000,FRATELLI D'ITALIA CON GIORGIA MELONI,6963
04130000000,NOI CON L'ITALIA - UDC,1765
04130000000,MOVIMENTO 5 STELLE,42729
04130000000,PARTITO DEMOCRATICO,34136
04130000000,+EUROPA,5057
04130000000,ITALIA EUROPA INSIEME,801
04130000000,CIVICA POPOLARE LORENZIN,575
04130000000,LIBERI E UGUALI,4313
04130000000,CASAPOUND ITALIA,1989
04130000000,IL POPOLO DELLA FAMIGLIA,1203
04130000000,POTERE AL POPOLO!,1048
04130000000,GRANDE NORD,799
04130000000,10 VOLTE MEGLIO,422
04130000000,PER UNA SINISTRA RIVOLUZIONARIA,365
04130000000,PARTITO VALORE UMANO,226
04130000000,PARTITO REPUBBLICANO ITALIANO - ALA,126
04130000000,BLOCCO NAZIONALE PER LE LIBERTA',103
04210000000,LEGA,55684
04210000000,FORZA ITALIA,19697
04210000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5211
04210000000,NOI CON L'ITALIA - UDC,1224
04210000000,PARTITO DEMOCRATICO,21167
04210000000,+EUROPA,3293
04210000000,ITALIA EUROPA INSIEME,380
04210000000,CIVICA POPOLARE LORENZIN,369
04210000000,MOVIMENTO 5 STELLE,22285
04210000000,LIBERI E UGUALI,3056
04210000000,IL POPOLO DELLA FAMIGLIA,1355
04210000000,ITALIA AGLI ITALIANI,1139
04210000000,CASAPOUND ITALIA,1046
04210000000,POTERE AL POPOLO!,632
04210000000,GRANDE NORD,380
04210000000,PARTITO VALORE UMANO,251
04210000000,PER UNA SINISTRA RIVOLUZIONARIA,243
04210000000,10 VOLTE MEGLIO,213
04210000000,PARTITO REPUBBLICANO ITALIANO - ALA,69
04210000000,BLOCCO NAZIONALE PER LE LIBERTA',66
04220000000,LEGA,49435
04220000000,FORZA ITALIA,24354
04220000000,FRATELLI D'ITALIA CON GIORGIA MELONI,7839
04220000000,NOI CON L'ITALIA - UDC,1452
04220000000,PARTITO DEMOCRATICO,33075
04220000000,+EUROPA,5447
04220000000,ITALIA EUROPA INSIEME,1718
04220000000,CIVICA POPOLARE LORENZIN,589
04220000000,MOVIMENTO 5 STELLE,37498
04220000000,LIBERI E UGUALI,4087
04220000000,CASAPOUND ITALIA,1720
04220000000,IL POPOLO DELLA FAMIGLIA,1222
04220000000,POTERE AL POPOLO!,1042
04220000000,ITALIA AGLI ITALIANI,1017
04220000000,10 VOLTE MEGLIO,566
04220000000,GRANDE NORD,489
04220000000,PARTITO VALORE UMANO,321
04220000000,PER UNA SINISTRA RIVOLUZIONARIA,315
04220000000,PARTITO REPUBBLICANO ITALIANO - ALA,113
04220000000,BLOCCO NAZIONALE PER LE LIBERTA',92
04230000000,LEGA,46674
04230000000,FORZA ITALIA,20445
04230000000,FRATELLI D'ITALIA CON GIORGIA MELONI,5629
04230000000,NOI CON L'ITALIA - UDC,1211
04230000000,PARTITO DEMOCRATICO,25158
04230000000,+EUROPA,3690
04230000000,ITALIA EUROPA INSIEME,460
04230000000,CIVICA POPOLARE LORENZIN,341
04230000000,MOVIMENTO 5 STELLE,26532
04230000000,LIBERI E UGUALI,2907
04230000000,CASAPOUND ITALIA,1233
04230000000,GRANDE NORD,1014
04230000000,ITALIA AGLI ITALIANI,946
04230000000,POTERE AL POPOLO!,770
04230000000,IL POPOLO DELLA FAMIGLIA,655
04230000000,10 VOLTE MEGLIO,398
04230000000,PARTITO VALORE UMANO,275
04230000000,PER UNA SINISTRA RIVOLUZIONARIA,253
04230000000,BLOCCO NAZIONALE PER LE LIBERTA',77
04230000000,PARTITO REPUBBLICANO ITALIANO - ALA,69
04240000000,LEGA,44298
04240000000,FORZA ITALIA,16288
04240000000,FRATELLI D'ITALIA CON GIORGIA MELONI,4978
04240000000,NOI CON L'ITALIA - UDC,1399
04240000000,PARTITO DEMOCRATICO,27002
04240000000,+EUROPA,3548
04240000000,CIVICA POPOLARE LORENZIN,529
04240000000,ITALIA EUROPA INSIEME,518
